"Make","Model","Body","Enginee_cc","MPO_kw","Fuel","Transmission","Turbo_supercharged","Hybrid","fe_urban","fe_xtra_urban","fe_combined","co2_urban","co2_xtra_urban","co2_combined","ves_band"
"HONDA","JAZZ 1.5 MT","Hatchback",1498,96,"Petrol","Manual","NO","NO","7.6","5.2",6.1,"173","118",138,"B"
"HONDA","NSX 3.5 PREMIUM DCT","Coupe/ Convertible",3493,427,"Petrol-Electric","Sequential","YES","YES","10.3","9.9",10,"234","225",228,"C2"
"HONDA","ODYSSEY 2.4 EX-S CVT","Multi-purpose Vehicle/Station-wagon",2356,129,"Petrol","Continuous","NO","NO","10.5","6.7",8.1,"238","152",184,"C1"
"HONDA","ODYSSEY 2.4 EXV-S","Multi-purpose Vehicle/Station-wagon",2356,129,"Petrol","Continuous","NO","NO","10.5","6.7",8.1,"238","152",184,"C1"
"HONDA","ODYSSEY 2.4 EXV-S","Multi-purpose Vehicle/Station-wagon",2356,129,"Petrol","Continuous","NO","NO","10.5","6.7",8.1,"238","152",184,"C1"
"HONDA","SHUTTLE HYBRID 1.5X","Multi-purpose Vehicle/Station-wagon",1496,101,"Petrol-Electric","Automatic","NO","YES","3.8","4.0999999999999996",4,"88","96",86,"A2"
"HONDA","SHUTTLE 1.5G CVT ABS","Multi-purpose Vehicle/Station-wagon",1496,97,"Petrol","Continuous","NO","NO","5.9","5",5.3,"137","115",114,"C1"
"HONDA","VEZEL 1.5X CVT","Sports Utility Vehicle",1496,96,"Petrol","Continuous","NO","NO","6.9","5.2",5.8,"161","120",125,"B"
"HYUNDAI","ACCENT (RB) 1.4 CVT","Sedan",1368,73.6,"Petrol","Continuous","NO","NO","8.1999999999999993","5.4",6.4,"189","126",149,"B"
"HYUNDAI","ACCENT (RB) 1.4 MT","Sedan",1368,73.6,"Petrol","Manual","NO","NO","7.6","4.8",5.9,"177","112",136,"C2"
"HYUNDAI","AD AVANTE 1.6 GLS","Sedan",1591,93.8,"Petrol","Automatic","NO","NO","9.1","5.3",6.7,"207","120",152,"B"
"HYUNDAI","AD AVANTE 1.6 GLS","Sedan",1591,93.8,"Petrol","Automatic","NO","NO","9.1","5.3",6.7,"207","120",152,"B"
"HYUNDAI","AD AVANTE 1.6 GLS","Sedan",1591,93.8,"Petrol","Automatic","NO","NO","9.1","5.3",6.7,"207","120",152,"B"
"HYUNDAI","AE IONIQ HEV FL 1.6","Taxi",1580,103.6,"Petrol-Electric","Sequential","NO","YES","4.0999999999999996","3.7",3.8,"95","85",86,"A2"
"HYUNDAI","AE IONIQ HEV 1.6 DCT","Hatchback",1580,96.7,"Petrol-Electric","Sequential","NO","YES","4.0999999999999996","3.7",3.8,"95","85",86,"A2"
"HYUNDAI","AE IONIQ HEV 1.6 DCT","Hatchback",1580,103.6,"Petrol-Electric","Sequential","NO","YES","4.0999999999999996","3.7",3.8,"95","85",86,"A2"
"HYUNDAI","DM SANTA FE 2.2 CRDI","Sports Utility Vehicle",2199,147,"Diesel","Automatic","YES","NO","7.8","5.9",6.6,"204","154",174,"C1"
"HYUNDAI","DM SANTA FE 2.4 GLS","Sports Utility Vehicle",2359,138,"Petrol","Automatic","NO","NO","12.9","7.4",9.4,"301","172",219,"C2"
"HYUNDAI","DM SANTA FE 2.4 GLS","Sports Utility Vehicle",2359,138,"Petrol","Automatic","NO","NO","12.9","7.4",9.4,"301","172",219,"C2"
"HYUNDAI","ELANTRA AD 1.6 GLS","Sedan",1591,93.8,"Petrol","Automatic","NO","NO","9.5","5.4",6.9,"221","126",161,"C2"
"HYUNDAI","ELANTRA AD 1.6 GLS","Sedan",1591,93.8,"Petrol","Automatic","NO","NO","8.8000000000000007","5",6.4,"204","116",149,"B"
"HYUNDAI","GENESIS G80 3.8 GDI","Sedan",3778,232,"Petrol","Automatic","NO","NO","15","8.4",10.8,"341","192",247,"C2"
"HYUNDAI","H1 STAREX 2.5 CRDI","Goods cum",2497,125,"Diesel","Automatic","YES","NO","13.1","7.4",9.5,"346","195",251,"-"
"HYUNDAI","H1 STAREX 2.5 CRDI","Multi-purpose Vehicle/Station-wagon",2497,125,"Diesel","Automatic","YES","NO","11","6.9",8.4,"293","184",225,"C2"
"HYUNDAI","H1 STAREX 2.5 CRDI","Goods cum",2497,125,"Diesel","Automatic","YES","NO","13.2","7.9",9.9,"348","208",260,"-"
"HYUNDAI","H1 STAREX 2.5 CRDI","Goods cum",2497,125,"Diesel","Automatic","YES","NO","11.9","7.5",9.1,"312","196",239,"-"
"HYUNDAI","H1 STAREX 2.5 CRDI","Van",2497,125,"Diesel","Automatic","YES","NO","11.4","7.1",8.7,"302","190",231,"-"
"HYUNDAI","H1 STAREX 2.5 CRDI","Goods cum",2497,100,"Diesel","Manual","YES","NO","7.7","4.4000000000000004",5.7,"204","117",150,"-"
"HYUNDAI","H1 STAREX 2.5 CRDI","Van",2497,100,"Diesel","Manual","YES","NO","9.1999999999999993","6.5",7.5,"243","173",199,"-"
"HYUNDAI","H1 STAREX 2.5 CRDI","Van",2497,100,"Diesel","Manual","YES","NO","9.1999999999999993","6.5",7.5,"243","173",199,"-"
"HYUNDAI","H1 STAREX 2.5L CRDI","Goods cum",2497,125,"Diesel","Automatic","YES","NO","9.1999999999999993","5.0999999999999996",6.6,"243","135",175,"-"
"HYUNDAI","H1 STAREX 2.5L CRDI","Goods cum",2497,125,"Diesel","Automatic","YES","NO","9.4","5.0999999999999996",6.7,"249","135",177,"-"
"HYUNDAI","IONIQ AE EV","Taxi",0,88,"Electric","Automatic","NO","NO","0","0",115,"0","0",46,"A1"
"HYUNDAI","IONIQ EV","Hatchback",0,88,"Electric","Automatic","NO","NO","0","0",115,"0","0",46,"A1"
"HYUNDAI","IONIQ EV SR","Hatchback",0,88,"Electric","Automatic","NO","NO","0","0",115,"0","0",46,"A1"
"HYUNDAI","I30 PDE 1.4 FASTBACK","Hatchback",1353,103,"Petrol","Sequential","YES","NO","7.2","6",6.4,"166","140",150,"B"
"HYUNDAI","I30 PDE 1.4 T-GDI","Hatchback",1353,95.6,"Petrol","Sequential","YES","NO","6.5","4.9000000000000004",5.5,"149","114",127,"B"
"HYUNDAI","I30 PDE 1.4 WAGON","Multi-purpose Vehicle/Station-wagon",1353,103,"Petrol","Sequential","YES","NO","6.4","5",5.5,"145","114",125,"B"
"HYUNDAI","LF SONATA 2.0 GLS","Sedan",1999,112,"Petrol","Automatic","NO","NO","11.1","6.1",7.9,"254","141",182,"C1"
"HYUNDAI","LF SONATA 2.0 GLS","Sedan",1999,112,"Petrol","Automatic","NO","NO","11.1","6.1",7.9,"254","141",182,"C1"
"HYUNDAI","OS KONA EV","Taxi",0,150,"Electric","Automatic","NO","NO","0","0",138,"0","0",55.2,"A1"
"HYUNDAI","OS KONA EV SR","Sports Utility Vehicle",0,150,"Electric","Automatic","NO","NO","0","0",138,"0","0",55.2,"A1"
"HYUNDAI","OS KONA 1.0 T-GDI MT","Sports Utility Vehicle",998,88.3,"Petrol","Manual","YES","NO","6.3","5",5.4,"144","114",125,"B"
"HYUNDAI","OS KONA 1.6 T-GDI","Sports Utility Vehicle",1591,130,"Petrol","Sequential","YES","NO","8","6",6.7,"182","136",153,"C2"
"HYUNDAI","PDE I30N 2.0 PP","Hatchback",1998,202,"Petrol","Manual","YES","NO","9.6999999999999993","5.7",7.1,"221","130",163,"C1"
"HYUNDAI","PDE I30N 2.0 T-GDI","Hatchback",1998,184,"Petrol","Manual","YES","NO","9.5","5.5",7,"216","126",159,"B"
"HYUNDAI","TL TUCSON FL 1.6 GLS","Sports Utility Vehicle",1591,130,"Petrol","Sequential","YES","NO","9","6",7.1,"210","139",165,"C1"
"HYUNDAI","TL TUCSON FL 1.6 GLS","Sports Utility Vehicle",1591,130,"Petrol","Sequential","YES","NO","9","6",7.1,"210","139",165,"C1"
"HYUNDAI","TL TUCSON FL 2.0 GLS","Sports Utility Vehicle",1999,114,"Petrol","Automatic","NO","NO","10.9","6.1",7.9,"252","142",182,"C1"
"HYUNDAI","TL TUCSON 1.6 GLS","Sports Utility Vehicle",1591,130,"Petrol","Sequential","YES","NO","9","6",7.1,"210","139",165,"C1"
"HYUNDAI","TL TUCSON 1.6 GLS","Sports Utility Vehicle",1591,130,"Petrol","Sequential","YES","NO","9","6",7.1,"210","139",165,"C1"
"HYUNDAI","TL TUCSON 2.0 CRDI","Sports Utility Vehicle",1995,136,"Diesel","Automatic","YES","NO","7.9","5.3",6.3,"208","139",165,"C2"
"HYUNDAI","TL TUCSON 2.0 GLS AT","Sports Utility Vehicle",1999,114,"Petrol","Automatic","NO","NO","10.9","6.1",7.9,"252","142",182,"C1"
"HYUNDAI","TL TUCSON 2.0 GLS AT","Sports Utility Vehicle",1999,114,"Petrol","Automatic","NO","NO","10.9","6.1",7.9,"252","142",182,"C1"
"HYUNDAI","TM SANTA FE 2.2D TCI","Sports Utility Vehicle",2199,147,"Diesel","Automatic","YES","NO","7.8","5.5",6.4,"205","146",168,"C2"
"HYUNDAI","TM SANTA FE 2.2D TCI","Sports Utility Vehicle",2199,147,"Diesel","Automatic","YES","NO","8.9","6.8",7.6,"233","180",199,"C2"
"HYUNDAI","TM SANTA FE 2.4 GDI","Sports Utility Vehicle",2359,136,"Petrol","Automatic","NO","NO","12.6","8.1999999999999993",9.8,"295","190",229,"C2"
"HYUNDAI","TM SANTA FE 2.4 GDI","Sports Utility Vehicle",2359,136,"Petrol","Automatic","NO","NO","12.6","8.1999999999999993",9.8,"295","190",229,"C2"
"HYUNDAI","TM SANTA FE 2.4 GDI","Sports Utility Vehicle",2359,136,"Petrol","Automatic","NO","NO","12.6","8.1999999999999993",9.8,"295","190",229,"C2"
"HYUNDAI","VELOSTER FS 1.6 DOHC","Coupe/ Convertible",1591,97,"Petrol","Automatic","NO","NO","9","5.8",7,"212","134",163,"C2"
"HYUNDAI","VELOSTER FS 1.6","Coupe/ Convertible",1591,137,"Petrol","Sequential","YES","NO","9.4","5.8",7.1,"217","136",165,"C1"
"ISUZU","NHR87AUE4AA MT","Lorry",1898,90,"Diesel","Manual","YES","NO","8.5","8.1999999999999993",8.3,"225","218",220,"-"
"ISUZU","TFR87JDR D/CAB","Goods cum",1898,120,"Diesel","Manual","YES","NO","7.3","5.6",6.2,"192","146",163,"-"
"ISUZU","TFR87JSR","Lorry",1898,120,"Diesel","Manual","YES","NO","7.3","5.6",6.2,"192","146",163,"-"
"ISUZU","TFS87JDR D/CAB","Goods cum",1898,120,"Diesel","Manual","YES","NO","7.6","6.6",7,"200","173",183,"-"
"ISUZU","TFS87JDR(A) D/CAB","Goods cum",1898,120,"Diesel","Automatic","YES","NO","9.3000000000000007","6.9",7.8,"245","182",105,"-"
"ISUZU","TFS87JSR","Lorry",1898,120,"Diesel","Manual","YES","NO","7.6","6.6",7,"200","173",183,"-"
"ISUZU","TFS87JSR 3.0T S/CAB","Lorry",1898,120,"Diesel","Manual","YES","NO","7.6","6.6",7,"200","173",183,"-"
"INFINITI","QX30 2.0 GT PREMIUM","Hatchback",1991,155,"Petrol","Sequential","YES","NO","9.1","5.7",6.9,"208","132",159,"B"
"INFINITI","QX50 2.0T ESSENTIAL","Sports Utility Vehicle",1997,200,"Petrol","Continuous","YES","NO","10.1","7.4",8.4,"231","169",192,"C2"
"INFINITI","QX50 2.0T SENSORY","Sports Utility Vehicle",1997,200,"Petrol","Continuous","YES","NO","10.5","7.7",8.7,"240","175",199,"C2"
"INFINITI","QX50 2.0T SENSORY PA","Sports Utility Vehicle",1997,200,"Petrol","Continuous","YES","NO","10.5","7.7",8.7,"240","175",199,"C2"
"INFINITI","QX80 5.6 A/T AWD S/R","Sports Utility Vehicle",5552,298,"Petrol","Automatic","NO","NO","20.9","10.8",14.5,"485","257",341,"C2"
"INFINITI","Q30 1.5D DCT EU6","Hatchback",1461,80,"Diesel","Sequential","YES","NO","4.4000000000000004","3.7",3.9,"115","96",102,"C1"
"INFINITI","Q30 1.5D PREM DCT","Hatchback",1461,80,"Diesel","Sequential","YES","NO","4.7","4",4.3,"124","104",111,"C1"
"INFINITI","Q30 1.6T PREM MY18","Hatchback",1595,115,"Petrol","Sequential","YES","NO","7.7","5.0999999999999996",6,"178","118",139,"B"
"INFINITI","Q30 1.6T PREMIUM DCT","Hatchback",1595,115,"Petrol","Sequential","YES","NO","7.5","5.0999999999999996",5.9,"173","117",136,"B"
"INFINITI","Q30 2.0T SPORT SR","Hatchback",1991,155,"Petrol","Sequential","YES","NO","8.6999999999999993","5.5",6.7,"204","128",156,"B"
"INFINITI","Q50 2.0T A/T (R18)","Sedan",1991,155,"Petrol","Automatic","YES","NO","9.6999999999999993","5.8",7.3,"224","136",168,"C1"
"INFINITI","Q50 2.0T A/T (R18)","Sedan",1991,155,"Petrol","Automatic","YES","NO","9.6999999999999993","5.8",7.3,"224","136",168,"C1"
"INFINITI","Q50 2.0T A/T (R18)","Sedan",1991,155,"Petrol","Automatic","YES","NO","9.6999999999999993","5.8",7.3,"224","136",168,"C1"
"INFINITI","Q50 2.0T BASE A/T","Sedan",1991,155,"Petrol","Automatic","YES","NO","9.6999999999999993","5.8",7.3,"224","136",168,"C1"
"INFINITI","Q50 2.0T LUXE A/T","Sedan",1991,155,"Petrol","Automatic","YES","NO","9.6999999999999993","5.8",7.3,"224","136",168,"C1"
"INFINITI","Q50 2.0T LUXE MY19","Sedan",1991,155,"Petrol","Automatic","YES","NO","9.6999999999999993","5.8",7.3,"224","136",168,"C1"
"INFINITI","Q50 2.0T SENSORY A/T","Sedan",1991,155,"Petrol","Automatic","YES","NO","9.6999999999999993","5.8",7.3,"224","136",168,"C1"
"INFINITI","Q50 2.0T SENSORY PA","Sedan",1991,155,"Petrol","Automatic","YES","NO","9.6999999999999993","5.8",7.3,"224","136",168,"C1"
"INFINITI","Q50 2.0T SENSORY PA","Sedan",1991,155,"Petrol","Automatic","YES","NO","9.6999999999999993","5.8",7.3,"224","136",168,"C1"
"INFINITI","Q50 2.0T SPORT A/T","Sedan",1991,155,"Petrol","Automatic","YES","NO","9.6999999999999993","5.8",7.3,"224","136",168,"C1"
"INFINITI","Q50 2.0T SPORT A/T","Sedan",1991,155,"Petrol","Automatic","YES","NO","9.6999999999999993","5.8",7.3,"224","136",168,"C1"
"INFINITI","Q50 3.0T REDS PA","Sedan",2997,298,"Petrol","Automatic","YES","NO","14.1","7",9.6,"308","155",211,"C2"
"INFINITI","Q50 3.0T REDS PA","Sedan",2997,298,"Petrol","Automatic","YES","NO","14.1","7",9.6,"308","155",211,"C2"
"INFINITI","Q50 3.0T SPORT 7AT","Sedan",2997,298,"Petrol","Automatic","YES","NO","14.1","7",9.6,"308","155",211,"C2"
"INFINITI","Q60 2.0T COUPE","Coupe/ Convertible",1991,155,"Petrol","Automatic","YES","NO","10.1","6",7.5,"230","137",171,"C1"
"INFINITI","Q60 3.0 REDSPORT","Coupe/ Convertible",2997,298,"Petrol","Automatic","YES","NO","13.4","6.8",9.2,"306","153",209,"C2"
"INFINITI","Q60 3.0T COUPE","Coupe/ Convertible",2997,298,"Petrol","Automatic","YES","NO","13.4","6.8",9.2,"306","153",209,"C2"
"JAGUAR","E-PACE 2.0P (200PS)","Sports Utility Vehicle",1997,147,"Petrol","Automatic","YES","NO","10.7","7.5",8.7,"250","174",202,"C2"
"JAGUAR","E-PACE 2.0P (200PS)","Sports Utility Vehicle",1997,147,"Petrol","Automatic","YES","NO","10.7","7.5",8.7,"250","174",202,"C2"
"JAGUAR","E-PACE 2.0P (200PS)","Sports Utility Vehicle",1997,147,"Petrol","Automatic","YES","NO","10.7","7.5",8.7,"250","174",202,"C2"
"JAGUAR","E-PACE 2.0P (249PS)","Sports Utility Vehicle",1997,183,"Petrol","Automatic","YES","NO","9.5","6.6",7.7,"216","150",174,"C1"
"JAGUAR","E-PACE 2.0P (249PS)","Sports Utility Vehicle",1997,183,"Petrol","Automatic","YES","NO","10.3","7.1",8.3,"233","162",188,"C2"
"JAGUAR","E-PACE 2.0P (249PS)","Sports Utility Vehicle",1997,183,"Petrol","Automatic","YES","NO","10.3","7.1",8.3,"233","162",188,"C2"
"JAGUAR","E-PACE 2.0P (300PS)","Sports Utility Vehicle",1997,221,"Petrol","Automatic","YES","NO","10.8","7.8",8.9,"246","176",202,"C2"
"JAGUAR","E-PACE 2.0P S/R","Sports Utility Vehicle",1997,183,"Petrol","Automatic","YES","NO","9.5","6.6",7.7,"216","150",174,"C1"
"JAGUAR","E-PACE 2.0P S/R","Sports Utility Vehicle",1997,221,"Petrol","Automatic","YES","NO","9.6999999999999993","7",8,"220","158",181,"C2"
"JAGUAR","F-PACE FIRST EDITION","Sports Utility Vehicle",2995,280,"Petrol","Automatic","YES","NO","12.2","7.1",8.9,"284","166",209,"C2"
"JAGUAR","F-PACE PORTFOLIO 3.0","Sports Utility Vehicle",2995,250,"Petrol","Automatic","YES","NO","12.2","7.1",8.9,"284","166",209,"C2"
"JAGUAR","F-PACE PORTFOLIO 3.0","Sports Utility Vehicle",2995,250,"Petrol","Automatic","YES","NO","12.2","7.1",8.9,"284","166",209,"C2"
"JAGUAR","F-PACE PRESTIGE 3.0","Sports Utility Vehicle",2995,250,"Petrol","Automatic","YES","NO","12.2","7.1",8.9,"284","166",209,"C2"
"JAGUAR","F-PACE R-SPORT 3.0","Sports Utility Vehicle",2995,250,"Petrol","Automatic","YES","NO","12.2","7.1",8.9,"284","166",209,"C2"
"JAGUAR","F-PACE R-SPORT 3.0","Sports Utility Vehicle",2995,250,"Petrol","Automatic","YES","NO","12.2","7.1",8.9,"284","166",209,"C2"
"JAGUAR","F-PACE S 3.0 V6 SC","Sports Utility Vehicle",2995,280,"Petrol","Automatic","YES","NO","12.2","7.1",8.9,"284","166",209,"C2"
"JAGUAR","F-PACE 2.0D AWD","Sports Utility Vehicle",1999,132,"Diesel","Automatic","YES","NO","6.2","4.7",5.3,"164","125",139,"C2"
"JAGUAR","F-PACE 2.0P AWD","Sports Utility Vehicle",1997,184,"Petrol","Automatic","YES","NO","9.5","6.9",7.7,"215","157",178,"C1"
"JAGUAR","F-PACE 2.0P AWD","Sports Utility Vehicle",1997,184,"Petrol","Automatic","YES","NO","9.5","6.9",7.7,"215","157",178,"C1"
"JAGUAR","F-PACE 2.0P AWD S/R","Sports Utility Vehicle",1997,184,"Petrol","Automatic","YES","NO","9.5","6.9",7.7,"215","157",178,"C1"
"JAGUAR","F-PACE 2.0P RWD","Sports Utility Vehicle",1997,184,"Petrol","Automatic","YES","NO","8.6","6.3",7.1,"196","144",163,"C1"
"JAGUAR","F-PACE 2.0P RWD SR","Sports Utility Vehicle",1997,184,"Petrol","Automatic","YES","NO","8.6","6.3",7.1,"196","144",163,"C1"
"JAGUAR","F-PACE 5.0P SVR","Sports Utility Vehicle",5000,405,"Petrol","Automatic","YES","NO","16.399999999999999","9.3000000000000007",11.9,"374","213",272,"C2"
"JAGUAR","F-TYPE COUPE 3.0 TSS","Coupe/ Convertible",2995,250,"Petrol","Automatic","YES","NO","11.7","6.5",8.4,"278","155",199,"C2"
"JAGUAR","F-TYPE R COUPE 5.0","Coupe/ Convertible",5000,405,"Petrol","Automatic","YES","NO","15.3","8",10.7,"364","191",255,"C2"
"JAGUAR","F-TYPE S COUPE 3.0","Coupe/ Convertible",2995,280,"Petrol","Automatic","YES","NO","12","6.6",8.6,"285","158",203,"C2"
"JAGUAR","F-TYPE 2.0 RWD","Coupe/ Convertible",1997,221,"Petrol","Automatic","YES","NO","9.9","6.7",7.9,"225","153",179,"C1"
"JAGUAR","F-TYPE 3.0 340PS","Coupe/ Convertible",2995,250,"Petrol","Automatic","YES","NO","11.7","6.5",8.4,"278","155",199,"C2"
"JAGUAR","F-TYPE 3.0 380PS","Coupe/ Convertible",2995,280,"Petrol","Automatic","YES","NO","12","6.6",8.6,"285","158",203,"C2"
"JAGUAR","F-TYPE 3.0 400 SPORT","Coupe/ Convertible",2995,294,"Petrol","Automatic","YES","NO","12","6.6",8.6,"285","158",203,"C2"
"JAGUAR","I-PACE","Sports Utility Vehicle",0,294,"Electric","Automatic","NO","NO","0","0",230,"0","0",92,"A2"
"JAGUAR","I-PACE HSE","Sports Utility Vehicle",0,294,"Electric","Automatic","NO","NO","0","0",230,"0","0",92,"A2"
"JAGUAR","XE S 3.0 V6 TSS","Sedan",2995,250,"Petrol","Automatic","YES","NO","11.6","6.1",8.1,"276","146",194,"C2"
"JAGUAR","XE 2.0 I4","Sedan",1998,147,"Petrol","Automatic","YES","NO","8.1999999999999993","5.2",6.3,"186","120",144,"C2"
"JAGUAR","XE 2.0 I4P TSS","Sedan",1999,147,"Petrol","Automatic","YES","NO","10.199999999999999","6",7.5,"242","143",179,"C2"
"JAGUAR","XE 2.0 I4P TSS SR","Sedan",1999,147,"Petrol","Automatic","YES","NO","10.199999999999999","6",7.5,"242","143",179,"C2"
"JAGUAR","XE 2.0 I4P 177KW SR","Sedan",1999,177,"Petrol","Automatic","YES","NO","10.199999999999999","6",7.5,"242","143",179,"C2"
"JAGUAR","XE 2.0L I4D","Sedan",1999,132,"Diesel","Automatic","YES","NO","5.0999999999999996","3.7",4.2,"134","98",111,"C2"
"JAGUAR","XE 2.0L I4D S/R","Sedan",1999,132,"Diesel","Automatic","YES","NO","5.0999999999999996","3.7",4.2,"134","98",111,"C2"
"JAGUAR","XE 2.0P 200PS RWD","Sedan",1997,147,"Petrol","Automatic","YES","NO","9.3000000000000007","5.9",7.2,"212","137",164,"C1"
"JAGUAR","XE 2.0P 250PS RWD","Sedan",1997,184,"Petrol","Automatic","YES","NO","9.1999999999999993","6",7.2,"210","137",164,"C1"
"JAGUAR","XE 3.0 S V6 S/C","Sedan",2995,280,"Petrol","Automatic","YES","NO","11.6","6.1",8.1,"276","146",194,"C2"
"JAGUAR","XF PRESTIGE 3.0 V6","Sedan",2995,250,"Petrol","Automatic","YES","NO","11.7","6.3",8.3,"278","150",198,"C2"
"JAGUAR","XF S 3.0 V6 S/C","Sedan",2995,280,"Petrol","Automatic","YES","NO","11.7","6.3",8.3,"278","150",198,"C2"
"JAGUAR","XF 2.0 I4","Sedan",1997,184,"Petrol","Automatic","YES","NO","8.4","5.8",6.8,"192","132",154,"C2"
"JAGUAR","XF 2.0 I4P S/R","Sedan",1997,184,"Petrol","Automatic","YES","NO","8.4","5.8",6.8,"192","132",154,"C2"
"JAGUAR","XF 2.0 I4P TSS","Sedan",1999,177,"Petrol","Automatic","YES","NO","10.5","5.8",7.5,"249","138",179,"C2"
"JAGUAR","XF 2.0 I4P TSS SR","Sedan",1999,177,"Petrol","Automatic","YES","NO","10.5","5.8",7.5,"249","138",179,"C2"
"JAGUAR","XF 2.0P 200PS","Sedan",1997,147,"Petrol","Automatic","YES","NO","8.4","5.8",6.8,"192","132",154,"C2"
"JAGUAR","XF 2.0P 200PS S/R","Sedan",1997,147,"Petrol","Automatic","YES","NO","8.4","5.8",6.8,"192","132",154,"C2"
"JAGUAR","XF 2.0P 250PS RWD","Sedan",1997,184,"Petrol","Automatic","YES","NO","9.3000000000000007","6.4",7.5,"212","146",170,"C1"
"JAGUAR","XF 2.0P 250PS RWD","Sedan",1997,184,"Petrol","Automatic","YES","NO","9.3000000000000007","6.4",7.5,"212","146",170,"C1"
"JAGUAR","XJ 2.0 TSS SWB SR","Sedan",1999,177,"Petrol","Automatic","YES","NO","11.4","6.7",8.4,"270","159",199,"C2"
"JAGUAR","XJ 2.0 TSS SWB SR","Sedan",1999,177,"Petrol","Automatic","YES","NO","11.4","6.7",8.4,"270","159",199,"C2"
"JAGUAR","XJ 3.0S/C TSS LWB SR","Sedan",2995,250,"Petrol","Automatic","YES","NO","12.5","7.1",9.1,"291","166",211,"C2"
"JAGUAR","XJ 3.0S/C TSS LWB SR","Sedan",2995,250,"Petrol","Automatic","YES","NO","12.5","7.1",9.1,"291","166",211,"C2"
"JEEP","CHEROKEE LIMITED","Sports Utility Vehicle",1995,200,"Petrol","Automatic","YES","NO","12.2","7",9,"284","164",208,"C2"
"JEEP","CHEROKEE LIMITED 2.4","Sports Utility Vehicle",2360,130,"Petrol","Automatic","NO","NO","12.8","7.4",9.4,"298","171",218,"C2"
"JEEP","CHEROKEE LIMITED 3.2","Sports Utility Vehicle",3239,200,"Petrol","Automatic","NO","NO","13.9","7.7",10,"322","179",232,"C2"
"JEEP","CHEROKEE TRAILHAWK","Sports Utility Vehicle",2360,130,"Petrol","Automatic","NO","NO","12","6.8",8.8,"281","159",204,"C2"
"JEEP","CHEROKEE TRAILHAWK","Sports Utility Vehicle",3239,200,"Petrol","Automatic","NO","NO","12.7","7.7",9.6,"297","180",223,"C2"
"JEEP","COMPASS LIMITED 1.4","Sports Utility Vehicle",1368,125,"Petrol","Automatic","YES","NO","8.6999999999999993","5.9",6.9,"201","136",160,"C2"
"JEEP","GRAND CHEROKEE","Sports Utility Vehicle",3604,213,"Petrol","Automatic","NO","NO","13.5","8",10,"313","187",233,"C2"
"JEEP","GRAND CHEROKEE SRT","Sports Utility Vehicle",6417,344,"Petrol","Automatic","NO","NO","20.3","9.6",13.5,"474","224",315,"C2"
"JEEP","GRAND CHEROKEE SRT","Sports Utility Vehicle",6417,344,"Petrol","Automatic","NO","NO","20.7","10.1",14,"483","236",327,"C2"
"JEEP","GRAND CHEROKEE","Sports Utility Vehicle",3604,210,"Petrol","Automatic","NO","NO","14.3","8.1999999999999993",10.4,"333","191",244,"C2"
"JEEP","GRAND CHEROKEE","Sports Utility Vehicle",3604,213,"Petrol","Automatic","NO","NO","13.5","8",10,"313","187",233,"C2"
"JEEP","RENEGADE LIMITED","Sports Utility Vehicle",1368,103,"Petrol","Sequential","YES","NO","7.4","5",5.9,"171","117",137,"C1"
"JEEP","RENEGADE 1.6L DIESEL","Sports Utility Vehicle",1598,88,"Diesel","Manual","YES","NO","5.0999999999999996","4",4.4,"134","104",115,"B"
"JEEP","WRANGLER SAHARA 4X4","Sports Utility Vehicle",3604,209,"Petrol","Automatic","NO","NO","15.4","8.5",11,"358","197",256,"C2"
"JEEP","WRANGLER SPORT 4X4","Sports Utility Vehicle",3604,209,"Petrol","Automatic","NO","NO","15.4","8.5",11,"358","197",256,"C2"
"JEEP","WRANGLER UNLIMITED","Sports Utility Vehicle",2776,147,"Diesel","Automatic","YES","NO","10.8","7.9",9,"284","206",235,"C2"
"JEEP","WRANGLER UNLIMITED","Sports Utility Vehicle",1995,200,"Petrol","Automatic","YES","NO","11.6","7.6",9.1,"270","177",211,"C2"
"JEEP","WRANGLER UNLIMITED","Sports Utility Vehicle",1995,200,"Petrol","Automatic","YES","NO","10.8","7.1",8.5,"251","166",197,"C2"
"JEEP","WRANGLER UNLIMITED","Sports Utility Vehicle",2143,147,"Diesel","Automatic","YES","NO","9.6","8.3000000000000007",7.5,"260","170",203,"C2"
